ticker;ISIN;nom
;LU0119209004;ING (L) - INVEST HEALTH CARE P USD (C)
;LU0119214772;ING (L) - INVEST PRESTIGE & LUXE P EUR (C)
;LU0119215407;ING (L) - INVEST CONSUMER GOODS P (C)
;LU0119216553;NN (L) NN (L) - INVEST SUSTAINABLE EQUITY P (C)
;LU0119216801;ING (L) - INVEST GREATER CHINA P USD (C)
;LU0119217528;ING (L) - INVEST TELECOM P USD (C)
;LU0119335056;PIONEER FUNDS - EMERGING EUROPE AND MEDITERRANEAN 
;LU0119345287;PIONEER FUNDS EUROLAND EQUITY A EUR (C)
;LU0119365988;PIONEER FUNDS EMERGING MARKETS EQUITY A EUR (C)
;LU0119366952;PIONEER FUNDS TOP EUROPEAN PLAYERS A EUR (C)
;LU0119372174;PIONEER FUNDS US RESEARCH A EUR (C)
;LU0119372687;PIONEER FUNDS - JAPANESE EQUITY A EUR (C)
;LU0119391471;PIONEER FUNDS EURO BOND A EUR (C)
;LU0119402005;PIONEER FUNDS EMERGING MARKETS BOND A EUR (C)
;LU0119402427;PIONEER FUNDS US HIGH YIELD A EUR (C)
;LU0119403581;PIONEER FUNDS US DOLLAR SHORT-TERM A EUR (C)
;LU0119433570;PIONEER FUNDS TOP EUROPEAN PLAYERS I EUR (C)
;LU0119620416;MORGAN STANLEY INVESTMENT FUNDS GLOBAL BRANDS FUND
;LU0119750205;INVESCO FUNDS INVESCO PAN EUROPEAN STRUCTURED EQUI
;LU0119753308;INVESCO FUNDS INVESCO PAN EUROPEAN STRUCTURED EQUI
;LU0121204431;NN (L) NN (L) - INVEST SUSTAINABLE EQUITY X (C)
;LU0121751324;SARASIN INVESTMENTFONDS - SUSTAINABLE BOND CHF P (
;LU0122376428;BLACKROCK GLOBAL FUNDS - WORLD ENERGY FUND A2 USD 
;LU0122377152;BLACKROCK GLOBAL FUNDS WORLD ENERGY FUND E2 USD (C
;LU0122379950;BLACKROCK GLOBAL FUNDS - WORLD HEALTHSCIENCE FUND 
;LU0122612764;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN EUROP
;LU0122612848;FTIF - FRANKLIN EUROPEAN GROWTH FUND A EUR (C)
;LU0122613499;FTIF - FRANKLIN BIOTECHNOLOGY DISCOVERY FUND N USD
;LU0122613572;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN EURO 
;LU0122613903;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON EAST
;LU0123357419;INVESCO FUNDS INVESCO ENERGY FUND A (C)
;LU0123358144;INVESCO FUNDS INVESCO ENERGY FUND C (C)
;LU0123358656;INVESCO FUNDS - ENERGY FUND E (C)
;LU0124384867;BLACKROCK GLOBAL FUNDS - NEW ENERGY FUND A2 USD (C
;LU0124676726;AB - US THEMATIC RESEARCH PORTFOLIO A (C)
;LU0125741180;AXA WORLD FUNDS - FRAMLINGTON EUROPE SMALL CAP A (
;LU0125750256;AXA WORLD FUNDS - GLOBAL HIGH YIELD BONDS AH EUR (
;LU0125750504;AXA WORLD FUNDS GLOBAL HIGH YIELD BONDS A EUR (C)
;LU0125944966;MFS MERIDIAN FUNDS EUROPEAN SMALLER COMPANIES FUND
;LU0125951151;MFS MERIDIAN FUNDS EUROPEAN VALUE FUND A1 EUR
;LU0127700903;FINALTIS FUNDS DIGITAL LEADERS CLASSIQUE (C)
;LU0127786431;NN (L) EURO HIGH DIVIDEND P EUR (C)
;LU0127786860;NN (L) EURO HIGH DIVIDEND X EUR (C)
;LU0128467544;PICTET - GLOBAL EMERGING DEBT P (C)
;LU0128470845;PICTET - EUR CORPORATE BONDS P (C)
;LU0128473435;PICTET EUR CORPORATE BONDS R (C)
;LU0128488383;PICTET USD GOVERNMENT BONDS P (C)
;LU0128488896;PICTET - USD GOVERNMENT BONDS P (D)
;LU0128489860;PICTET USD GOVERNMENT BONDS R (C)
;LU0128490280;PICTET - EUR BONDS P EUR (C)
;LU0128494191;PICTET SHORT-TERM MONEY MARKET EUR P (C)
;LU0128495834;PICTET SHORT-TERM MONEY MARKET EUR R (C)
;LU0128496485;PICTET SHORT-TERM MONEY MARKET USD P (C)
;LU0128498267;PICTET - SHORT-TERM MONEY MARKET CHF P (C)
;LU0128499588;PICTET SHORT-TERM MONEY MARKET CHF R (C)
;LU0128520375;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON GLOB
;LU0128521001;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON EURO
;LU0128522157;FTIF - TEMPLETON ASIAN GROWTH FUND A USD (C)
;LU0128522744;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON EMER
;LU0128523122;FTIF - TEMPLETON EUROPEAN FUND A USD (C)
;LU0128525689;FTIF - TEMPLETON GLOBAL BALANCED FUND A USD (C)
;LU0128525929;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON GLOB
;LU0128526141;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON GLOB
;LU0128526570;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON LATI
;LU0128530416;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON EMER
;LU0129412341;JPMORGAN FUNDS GLOBAL CONVERTIBLES FUND (EUR) A EU
;LU0129412937;JPMORGAN FUNDS GLOBAL CONVERTIBLES FUND (EUR) D EU
;LU0129490065;JPMORGAN FUNDS - JPM EMERGING EUROPE MIDDLE EAST &
;LU0130103400;NATIXIS INTERNATIONAL FUNDS (LUX) I HARRIS ASSOCIA
;LU0130728842;PICTET - EASTERN EUROPE P EUR (C)
;LU0130729220;PICTET - EMERGING MARKETS P USD (C)
;LU0130731390;PICTET EUROPE INDEX P EUR (C)
;LU0130731713;PICTET EUROPE INDEX R EUR (C)
;LU0130731986;PICTET - EUROPEAN EQUITY SELECTION P (C)
;LU0130732109;PICTET EUROPEAN EQUITY SELECTION R (C)
;LU0130732364;PICTET - SMALL CAP EUROPE P (C)
;LU0130732877;PICTET - USA INDEX P USD (C)
;LU0130799603;UBS (LUX) EQUITY FUND GLOBAL SUSTAINABLE INNOVATOR
;LU0131210360;PARVEST - BOND EURO CORPORATE CLASSIC (C)
;LU0131510165;Independance et Expansion Small Cap A
;LU0131719634;PICTET EMERGING EUROPE R EUR (C)
;LU0131725367;PICTET - SMALL CAP EUROPE R (C)
;LU0132151118;BNP PARIBAS L1 SUSTAINABLE ACTIVE BALANCED CLASSIC
;LU0132152439;BNPP L1 - DIVERSIFIED WORLD GROWTH Classic (C)
;LU0132182006;PIONEER FUNDS US RESEARCH A USD (C)
;LU0132282301;FIDELITY FUNDS SICAV US HIGH YIELD FUND A USD
;LU0132412106;ABERDEEN GLOBAL EMERGING MARKETS EQUITY FUND A2 US
;LU0132414144;ABERDEEN GLOBAL SELECT EMERGING MARKETS BOND FUND 
;LU0132601682;MORGAN STANLEY INVESTMENT FUNDS EURO CORPORATE BON
;LU0133061175;MULTIPARTNER SICAV ROBECOSAM SUSTAINABLE WATER FUN
;LU0133192350;OYSTER WORLD OPPORTUNITIES N EUR
;LU0133193242;OYSTER MULTI-ASSET DIVERSIFIED NO LOAD EUR
;LU0133194562;OYSTER EUROPEAN OPPORTUNITIES NO LOAD EUR
;LU0133264795;GOLDMAN SACHS FUNDS GOLDMAN SACHS JAPAN EQUITY POR
;LU0133266147;GOLDMAN SACHS FUNDS GOLDMAN SACHS EMERGING MARKETS
;LU0133414606;DWS GLOBAL VALUE DWS GLOBAL VALUE (C)
;LU0133605377;PIONEER FUNDS US MID CAP VALUE A USD (C)
;LU0133642578;PIONEER FUNDS US PIONEER FUND A USD (C)
;LU0133643469;PIONEER FUNDS US PIONEER FUND A EUR (C)
;LU0133659622;PIONEER FUNDS EURO CORPORATE BOND A EUR (C)
;LU0133705839;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0133710243;SCHRODER INTERNATIONAL SELECTION FUND EUROPEAN SMA
;LU0133807163;PICTET - EUR HIGH YIELD P EUR (C)
;LU0133807593;PICTET - EUR HIGH YIELD P EUR (D)
;LU0133807916;PICTET - EUR HIGH YIELD R EUR (C)
;LU0135056595;JULIUS BAER MULTISTOCK - US VALUE STOCK FUND A (D)
;LU0135487659;PICTET CHF BONDS P (C)
;LU0135928611;HENDERSON GARTMORE - PAN EUROPEAN SMALLER COMPANIE
;LU0135980968;BL FUND SELECTION BL FUND SELECTION - EQUITIES B (
;LU0135981693;BL FUND SELECTION BL FUND SELECTION - 50-100 B (C)
;LU0135992385;SCHRODER ISF - EURO LIQUIDITY A1 (C)
;LU0135992468;SCHRODER ISF - US DOLLAR LIQUIDITY A1 (C)
;LU0136412771;ETHNA-AKTIV E (A)
;LU0138007074;EDGEWOOD L SELECT US SELECT GROWTH A EUR H
;LU0138075311;FTIF - FRANKLIN EUROPEAN SMALL MID CAP GROWTH FUND
;LU0138259048;VONTOBEL FUND NEW POWER B (C)
;LU0138501191;SPARINVEST SICAV GLOBAL VALUE EUR R (C)
;LU0138643068;DPAM L DPAM L BONDS UNIVERSALIS UNCONSTRAINED B
;LU0138645519;DPAM L DPAM L BONDS HIGHER YIELD B
;LU0138821268;HENDERSON HORIZON FUND - PAN EUROPEAN EQUITY FUND 
;LU0139291818;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN U.S. 
;LU0139292113;FTIF - FRANKLIN US EQUITY FUND N EUR (C)
;LU0139792278;SPARINVEST SICAV PROCEDO EUR R (C)
;LU0140362707;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN MUTUA
;LU0140362889;FTIF - FRANKLIN MUTUAL BEACON FUND N EUR (C)
;LU0140363002;FTIF - FRANKLIN MUTUAL EUROPEAN FUND A EUR (C)
;LU0140363267;FTIF - FRANKLIN MUTUAL EUROPEAN FUND N EUR (C)
;LU0140363697;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN TECHN
;LU0140420323;FTIF - TEMPLETON GLOBAL BALANCED FUND N EUR (C)
;LU0140636845;SCHRODER INTERNATIONAL SELECTION FUND GREATER CHIN
;LU0141799501;NORDEA 1 - EUROPEAN HIGH YIELD BOND FUND BP EUR (C
;LU0144509717;PICTET EUROPEAN SUSTAINABLE EQUITIES P (C)
;LU0144510053;PICTET EUROPEAN SUSTAINABLE EQUITIES R (C)
;LU0144644332;FTIF - FRANKLIN GLOBAL SMALL MID CAP GROWTH FUND A
;LU0144648085;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN GLOBA
;LU0145217120;SHARE SHARE GOLD B (C)
;LU0145227863;KBC BONDS EMERGING EUROPE (C)
;LU0145456207;GENERALI INVESTMENTS SICAV GENERALI INVESTMENTS SI
;LU0145471693;GENERALI INVESTMENTS SICAV GENERALI INVESTMENTS SI
;LU0145476817;GENERALI INVESTMENTS SICAV GENERALI INVESTMENTS SI
;LU0145483946;GENERALI INVESTMENTS SICAV GENERALI INVESTMENTS SI
;LU0145487343;GENERALI INVESTMENTS SICAV GI SICAV GREATER CHINA 
;LU0145634076;DEUTSCHE INVEST I SICAV TOP EUROPE L (C)
;LU0145635123;DEUTSCHE INVEST I SICAV TOP EUROPE N (C)
;LU0145644893;DEUTSCHE INVEST I SICAV TOP EUROLAND L (C)
;LU0145648290;DEUTSCHE INVEST I SICAV TOP ASIA L (C)
;LU0145648886;DEUTSCHE INVEST I SICAV TOP ASIA N (C)
;LU0145652052;DEUTSCHE INVEST I SICAV EURO-GOV BONDS L (C)
;LU0145975222;ODDO COMPASS BNY MELLON COMPASS - EURO CORPORATE B
;LU0146257711;NN (L) GLOBAL HIGH DIVIDEND P EUR (C)
;LU0146259923;NN (L) GLOBAL HIGH DIVIDEND X EUR (C)
;LU0146864797;DWS RUSSIA (C)
;LU0147394679;BLACKROCK GLOBAL FUNDS EUROPEAN VALUE FUND E2 EUR 
;LU0147396450;BLACKROCK GLOBAL FUNDS GLOBAL ALLOCATION FUND E2 U
;LU0147403843;BLACKROCK GLOBAL FUNDS GLOBAL SMALLCAP FUND E2 USD
;LU0147409709;BLACKROCK GLOBAL FUNDS - LATIN AMERICAN FUND E2 US
;LU0147918923;NATIXIS INTERNATIONAL FUNDS (LUX) I NATIXIS EMERGI
;LU0147921554;NATIXIS INTERNATIONAL FUNDS (LUX) I ABSOLUTE ASIA 
;LU0147925118;NATIXIS INTERNATIONAL FUNDS (LUX) I LOOMIS SAYLES 
;LU0147943442;NATIXIS INTERNATIONAL FUNDS (LUX) I HARRIS ASSOCIA
;LU0147944259;NATIXIS INTERNATIONAL FUNDS (LUX) I HARRIS ASSOCIA
;LU0148536690;PICTET JAPAN INDEX P JPY (C)
;LU0149084633;MORGAN STANLEY INVESTMENT FUNDS GLOBAL CONVERTIBLE
;LU0149503202;INVESCO FUNDS INVESCO FUNDS - US STRUCTURED EQUITY
;LU0149505165;INVESCO FUNDS INVESCO FUNDS - US STRUCTURED EQUITY
;LU0149524034;SCHRODER INTERNATIONAL SELECTION FUND SWISS SMALL 
;LU0149534421;SCHRODER ISF - HONG KONG EQUITY A (C)
;LU0149700378;CANDRIAM QUANT CANDRIAM QUANT - EQUITIES EUROPE C 
;LU0150924321;HENDERSON GARTMORE - CONTINENTAL EUROPEAN FUND R U
;LU0150927696;SCHRODER ISF - EURO BOND A1 USD (C)
;LU0151324935;CANDRIAM BONDS CREDIT OPPORTUNITIES N (C)
;LU0152906094;FTIF - FRANKLIN HIGH YIELD FUND C USD (C)
;LU0152906920;FTIF - FRANKLIN MUTUAL EUROPEAN FUND C USD (C)
;LU0152908389;FTIF - FRANKLIN US DOLLAR LIQUID RESERVE FUND C US
;LU0152928064;FTIF - TEMPLETON ASIAN GROWTH FUND N USD (C)
;LU0152980495;FTIF - TEMPLETON GLOBAL BOND FUND A EUR (C)
;LU0152983168;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN JAPAN
;LU0152984307;FTIF - TEMPLETON EMERGING MARKETS BOND FUND A EUR 
;LU0154234636;BLACKROCK GLOBAL FUNDS EUROPEAN SPECIAL SITUATIONS
;LU0154235443;BLACKROCK GLOBAL FUNDS EUROPEAN SPECIAL SITUATIONS
;LU0154236417;BLACKROCK GLOBAL FUNDS BLACKROCK GLOBAL FUNDS - US
;LU0154236920;BLACKROCK GLOBAL FUNDS BLACKROCK GLOBAL FUNDS - US
;LU0154237225;BLACKROCK GLOBAL FUNDS - US DOLLAR SHORT DURATION 
;LU0154245673;PARVEST - EQUITY USA MID CAP Classic (D)
;LU0154245756;PARVEST - EQUITY USA MID CAP Classic (C)
;LU0154246051;PARVEST - EQUITY USA MID CAP N (C)
;LU0154246218;PARVEST - EQUITY USA MID CAP Privilege (C)
;LU0154361405;PARVEST - STEP 90 EURO Classic (C)
;LU0155303323;PICTET ASIAN EQUITIES EX JAPAN P USD (C)
;LU0157182857;JPMORGAN INVESTMENT FUNDS US SELECT EQUITY FUND A 
;LU0157922724;FIDELITY FUNDS - GLOBAL FOCUS FUND A EUR (D)
;LU0157931550;CANDRIAM BONDS CANDRIAM BONDS - WORLD GOVERNMENT P
;LU0158078906;AMUNDI FUNDS - EQUITY THAILAND AU (C)
;LU0158187608;AXA WORLD FUNDS - FORCE 5 E (C)
;LU0158903558;ACATIS - AKTIEN DEUTSCHLAND ELM A (C)
;LU0158938935;SARASIN INVESTMENTFONDS - SUSTAINABLE BOND EUR P (
;LU0159052710;JPMORGAN FUNDS US TECHNOLOGY FUND A EUR
;LU0159054922;JPMORGAN FUNDS - JPM EUROPE HIGH YIELD BOND C (C)
;LU0159201655;LOMBARD ODIER FUNDS CONVERTIBLE BOND (EUR) P
;LU0160155981;RAM (LUX) SYSTEMATIC FUNDS EUROPEAN EQUITIES B (C)
;LU0160156013;RAM (LUX) SYSTEMATIC FUNDS NORTH AMERICAN EQUITIES
;LU0161305163;SCHRODER INTERNATIONAL SELECTION FUND EUROPEAN VAL
;LU0161332480;FIDELITY FUNDS - JAPAN ADVANTAGE FUND A JPY (D)
;LU0161743942;BNPP L1 - BOND EURO HIGH YIELD Classic (D)
;LU0161986921;LOMBARD ODIER FUNDS GOLDEN AGE SYST. HDG, (EUR) P
;LU0162480882;PIONEER FUNDS STRATEGIC INCOME A EUR (C)
;LU0162658883;BLACKROCK GLOBAL FUNDS EURO CORPORATE BOND FUND A2
;LU0162659931;BLACKROCK GLOBAL FUNDS EURO CORPORATE BOND FUND E2
;LU0163125924;CANDRIAM QUANT CANDRIAM QUANT - EQUITES USA C (C) 
;LU0164100710;AXA WORLD FUNDS - EURO CREDIT PLUS A (C)
;LU0164100801;AXA WORLD FUNDS - EURO CREDIT PLUS A (D)
;LU0164455502;CARMIGNAC PORTFOLIO - COMMODITIES A EUR acc
;LU0164852419;HSBC GLOBAL INVESTMENT FUNDS CHINESE EQUITY E
;LU0164853813;HSBC GLOBAL INVESTMENT FUNDS GLOBAL EMERGING MARKE
;LU0164858028;HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY E
;LU0164865239;HSBC GLOBAL INVESTMENT FUNDS CHINESE EQUITY A
;LU0164870239;HSBC GLOBAL INVESTMENT FUNDS ASIA EX JAPAN EQUITY 
;LU0164881194;HSBC GIF - INDIAN EQUITY A (C)
;LU0164906959;HSBC GLOBAL INVESTMENT FUNDS EUROPEAN EQUITY A
;LU0164939612;HSBC GLOBAL INVESTMENT FUNDS ASIA EX JAPAN EQUITY 
;LU0165073775;HSBC GLOBAL INVESTMENT FUNDS EUROLAND EQUITY SMALL
;LU0165074666;HSBC GLOBAL INVESTMENT FUNDS EUROLAND EQUITY A
;LU0165083220;HSBC GLOBAL INVESTMENT FUNDS EUROLAND EQUITY E
;LU0165128348;HSBC GLOBAL INVESTMENT FUNDS EURO HIGH YIELD BOND 
;LU0165130674;HSBC GLOBAL INVESTMENT FUNDS EURO RESERVE A
;LU0165289439;HSBC GLOBAL INVESTMENT FUNDS ASIA EX JAPAN EQUITY 
;LU0165623512;AMUNDI FUNDS EQUITY GREATER CHINA AU (C)
;LU0165623785;AMUNDI FUNDS EQUITY GREATER CHINA SU (C)
;LU0166421692;INVESCO FUNDS INVESCO GLOBAL CONSERVATIVE FUND A
;LU0166421858;INVESCO FUNDS INVESCO GLOBAL CONSERVATIVE FUND C C
;LU0166422070;INVESCO FUNDS INVESCO GLOBAL CONSERVATIVE FUND E
;LU0167158327;PICTET - EUR SHORT-MID TERM BONDS P (C)
;LU0167159309;PICTET - EUR SHORT-MID TERM BONDS P (D)
;LU0167236651;BNP PARIBAS INSTICASH BNP PARIBAS INSTICASH GBP CL
;LU0167237543;BNP PARIBAS INSTICASH BNP PARIBAS INSTICASH EUR CL
;LU0167238863;BNP PARIBAS INSTICASH BNP PARIBAS INSTICASH USD CL
;LU0167813129;OYSTER OYSTER EUROPEAN CORPORATE BONDS EUR
;LU0168343274;JPMORGAN FUNDS GLOBAL FOCUS FUND D EUR
;LU0168449691;PICTET GREATER CHINA P USD (C)
;LU0169274734;GENERALI INVESTMENTS SICAV TOTAL RETURN EURO HIGH 
;LU0169518387;JPMORGAN FUNDS ASIA EQUITY FUND A USD
;LU0169527297;JPMORGAN INVESTMENT FUNDS - JPM EUROPE STRATEGIC D
;LU0170291933;CANDRIAM BONDS CANDRIAM BONDS - GLOBAL HIGH YIELD 
;LU0170294283;CANDRIAM BONDS CANDRIAM BONDS - EURO CORPORATE EX-
;LU0170473374;FTIF - TEMPLETON EUROPEAN TOTAL RETURN FUND A EUR 
;LU0170474000;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN EUROP
;LU0170474422;FTIF - TEMPLETON GLOBAL BOND (EURO) FUND A EUR (C)
;LU0170475155;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON GLOB
;LU0170475312;FTIF - TEMPLETON GLOBAL TOTAL RETURN FUND A USD (C
;LU0170475585;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON GLOB
;LU0170477797;FTIF - TEMPLETON GLOBAL TOTAL RETURN FUND N USD (C
;LU0170994346;PICTET - GLOBAL EMERGING DEBT HP EUR (C)
;LU0171269466;BLACKROCK GLOBAL FUNDS ASIAN DRAGON FUND A2 EUR (C
;LU0171276081;BLACKROCK GLOBAL FUNDS EMERGING MARKETS FUND E2 EU
;LU0171277485;BLACKROCK GLOBAL FUNDS EURO-MARKETS FUND A2 USD (C
;LU0171278889;BLACKROCK GLOBAL FUNDS - EURO BOND FUND A1 (D)
;LU0171279184;BLACKROCK GLOBAL FUNDS - EURO BOND FUND A2 USD (C)
;LU0171281750;BLACKROCK GLOBAL FUNDS - EUROPEAN VALUE FUND A2 US
;LU0171282212;BLACKROCK GLOBAL FUNDS - EUROPEAN VALUE FUND A2 GB
;LU0171283459;BLACKROCK GLOBAL FUNDS - GLOBAL ALLOCATION FUND A2
;LU0171283533;BLACKROCK GLOBAL FUNDS GLOBAL ALLOCATION FUND E2 E
;LU0171284937;BLACKROCK GLOBAL FUNDS GLOBAL HIGH YIELD BOND FUND
;LU0171285314;BLACKROCK GLOBAL FUNDS GLOBAL OPPORTUNITIES FUND A
;LU0171288334;BLACKROCK GLOBAL FUNDS GLOBAL SMALLCAP FUND A2 EUR
;LU0171289068;BLACKROCK GLOBAL FUNDS - JAPAN SMALL & MIDCAP OPPO
;LU0171289225;BLACKROCK GLOBAL FUNDS JAPAN SMALL & MIDCAP OPPORT
;LU0171289498;BLACKROCK GLOBAL FUNDS LATIN AMERICAN FUND A2 EUR 
;LU0171289571;BLACKROCK GLOBAL FUNDS LATIN AMERICAN FUND E2 EUR 
;LU0171289902;BLACKROCK GLOBAL FUNDS - NEW ENERGY FUND A2 EUR (C
;LU0171290074;BLACKROCK GLOBAL FUNDS NEW ENERGY FUND E2 EUR (C)
;LU0171293920;BLACKROCK GLOBAL FUNDS US BASIC VALUE FUND A2 EUR 
;LU0171295891;BLACKROCK GLOBAL FUNDS US BASIC VALUE FUND E2 EUR 
;LU0171296279;BLACKROCK GLOBAL FUNDS - US BASIC VALUE FUND A2 GB
;LU0171296865;BLACKROCK GLOBAL FUNDS - US FLEXIBLE EQUITY FUND A
;LU0171296949;BLACKROCK GLOBAL FUNDS BLACKROCK GLOBAL FUNDS - US
;LU0171298135;BLACKROCK GLOBAL FUNDS - US GROWTH FUND A2 EUR (C)
;LU0171298648;BLACKROCK GLOBAL FUNDS - US SMALL & MIDCAP OPPORTU
;LU0171298721;BLACKROCK GLOBAL FUNDS US SMALL & MIDCAP OPPORTUNI
;LU0171301533;BLACKROCK GLOBAL FUNDS WORLD ENERGY FUND A2 EUR (C
;LU0171304552;BLACKROCK GLOBAL FUNDS WORLD ENERGY FUND E2 EUR (C
;LU0171304719;BLACKROCK GLOBAL FUNDS WORLD FINANCIALS FUND A2 EU
;LU0171305443;BLACKROCK GLOBAL FUNDS WORLD FINANCIALS FUND E2 EU
;LU0171305526;BLACKROCK GLOBAL FUNDS - WORLD GOLD FUND A2 EUR (C
;LU0171306680;BLACKROCK GLOBAL FUNDS WORLD GOLD FUND E2 EUR (C)
;LU0171307068;BLACKROCK GLOBAL FUNDS - WORLD HEALTHSCIENCE FUND 
;LU0171309270;BLACKROCK GLOBAL FUNDS WORLD HEALTHSCIENCE FUND E2
;LU0172157280;BLACKROCK GLOBAL FUNDS - WORLD MINING FUND A2 EUR 
;LU0172157363;BLACKROCK GLOBAL FUNDS WORLD MINING FUND E2 EUR (C
;LU0172350877;BNP PARIBAS L1 BNP PARIBAS L1 BOND EURO PREMIUM CL
;LU0172351099;BNPP L1 - BOND EURO PREMIUM Classic (D)
;LU0172393414;BLACKROCK GLOBAL FUNDS - ASIAN TIGER BOND FUND A3 
;LU0172394222;BLACKROCK GLOBAL FUNDS - EURO CORPORATE BOND FUND 
;LU0172403825;BLACKROCK GLOBAL FUNDS - EURO SHORT DURATION BOND 
;LU0172516436;FIDELITY FUNDS - TARGET TM 2015 (EURO) FUND A (D)
;LU0172516865;FIDELITY FUNDS SICAV FIDELITY TARGET™ 2020 (EURO) 
;LU0172581844;LOMBARD ODIER FUNDS WORLD GOLD EXPERTISE SYST. HDG
;LU0172748641;BLACKROCK GLOBAL FUNDS - EURO BOND FUND A3 USD (D)
;LU0173614495;FIDELITY FUNDS - CHINA FOCUS FUND A USD (D)
;LU0173781047;NORDEA 1 SWEDISH BOND FUND BP EUR (C)
;LU0173781559;NORDEA 1 NORWEGIAN BOND FUND BP EUR (C)
;LU0173783092;NORDEA 1 NORTH AMERICAN VALUE FUND BP EUR (C)
;LU0173785626;NORDEA 1 - SWEDISH KRONER RESERVE BP EUR (C)
;LU0173786863;NORDEA 1 - NORWEGIAN KRONER RESERVE BP EUR (C)
;LU0173921072;NORDEA 1 - EUROPEAN VALUE FUND BP NOK (C)
;LU0173921668;NORDEA 1 - GLOBAL BOND FUND BP NOK (C)
;LU0173922989;NORDEA 1 - NORTH AMERICAN VALUE FUND BP NOK (C)
;LU0173923524;NORDEA 1 - SWEDISH KRONER RESERVE BP NOK (C)
;LU0175163889;CS INVESTMENT FUNDS 14 CREDIT SUISSE BOND FUND (LU
;LU0175571735;JULIUS BAER MULTIPARTNER SICAV - ROBECOSAM SMART E
;LU0176900511;PICTET - JAPANESE EQUITY SELECTION P JPY (C)
;LU0176901758;PICTET JAPANESE EQUITY SELECTION R JPY (C)
;LU0177222121;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0177222394;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0177332227;PARVEST - EQUITY EUROPE VALUE Classic (C)
;LU0177592218;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0178554332;OYSTER EUROPEAN MID & SMALL CAP C EUR PR
;LU0179219752;DEUTSCHE INVEST I SICAV CONVERTIBLES L (C)
;LU0179220255;DEUTSCHE INVEST I SICAV CONVERTIBLES N (C)
;LU0179866438;AXA WORLD FUNDS - OPTIMAL INCOME A (C)
;LU0180781048;SCHRODER INTERNATIONAL SELECTION FUND SCHRODER ISF
;LU0181495838;SCHRODER ISF - EMERGING ASIA A (C)
;LU0181495911;SCHRODER INTERNATIONAL SELECTION FUND EMERGING ASI
;LU0181962126;FIRST EAGLE AMUNDI INTERNATIONAL FUND FU
;LU0181998153;FTIF - TEMPLETON ASIAN GROWTH FUND C USD (C)
;LU0182234491;PIONEER FUNDS STRATEGIC INCOME A EUR HEDGED (C)
;LU0183830636;GENERALI INVESTMENTS SICAV GENERALI INVESTMENTS SI
;LU0184627536;AXA WORLD FUNDS FRAMLINGTON SWITZERLAND A CAPITALI
;LU0184630167;AXA WORLD FUNDS GLOBAL HIGH YIELD BONDS A CAPITALI
;LU0184634821;AXA WORLD FUNDS OPTIMAL INCOME E CAPITALISATION EU
;LU0185495495;OFI INVEST US EQUITY A EUR (C)
;LU0185496469;OFI INVEST RS ETHICAL EUROPEAN EQUITY R EUR CAPITA
;LU0186678784;GAM MULTIBOND ABSOLUTE RETURN BOND B EUR (C)
;LU0186875935;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0186876156;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0187076913;ROBECO CAPITAL GROWTH FUNDS ROBECO EMERGING MARKET
;LU0187077309;ROBECO CAPITAL GROWTH FUNDS ROBECO CHINESE EQUITIE
;LU0187077481;ROBECO CAPITAL GROWTH FUNDS ROBECO NEW WORLD FINAN
;LU0187079347;ROBECO CAPITAL GROWTH FUNDS ROBECO GLOBAL CONSUMER
;LU0187121727;FIDELITY FUNDS - AMERICAN DIVERSIFIED FUND A USD (
;LU0187731129;CS EF (LUX) - USA VALUE B (C)
;LU0188096647;SCHRODER ISF - GLOBAL INFLATION LINKED BOND A USD 
;LU0188151095;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN EUROP
